id,sale_id,invoice_id,sale_date,customer_id,product_id,quantity,unit_price,total_price,channel,store_location,payment_method,first_name,last_name,email,phone,city,registration_date,loyalty_tier,birth_year
47994,2292,INV-202307-00295,2023-07-15,2439.0,1247,1,29.48,29.48,online,,järelmaks,Margus,Mitt,margus.mitt@yahoo.com,+372 8481 8428,Pärnu,2022-08-06,bronze,1972.0
47995,2293,INV-202307-00296,2023-07-16,2380.0,1039,1,282.95,282.95,pood,Tallinn,sularaha,Marit,Kivi,,+372 5791 6299,Tartu,2020-07-11,gold,1970.0
47996,2294,INV-202307-00297,2023-07-12,4277.0,1112,2,242.43,484.86,online,,sularaha,,,,,,,,
47997,2295,INV-202307-00298,2023-07-21,3848.0,1339,1,35.68,35.68,pood,Tallinn,kaart,,,,,,,,
47998,2296,INV-202307-00299,2023-07-10,2318.0,1310,1,106.21,106.21,online,,kaart,Anu,Teder,anu.teder@yahoo.com,+372 5892 0355,Tartu,2022-02-20,gold,1975.0
47999,2297,INV-202307-00300,2023-07-17,2759.0,1062,2,149.55,299.1,pood,Tallinn,kaart,Erkki,Saar,erkki.saar@gmail.com,+372 5645 6647,Pärnu,2022-05-30,,1981.0
48000,2298,INV-202307-00301,2023-07-25,3937.0,1125,3,23.68,71.04,pood,Tallinn,kaart,,,,,,,,
48001,2299,INV-202307-00302,2023-07-15,2641.0,1005,1,169.53,198.29,online,,sularaha,Marit,Järv,marit.jarv@outlook.com,+372 5595 1113,Tallinn,2020-08-14,gold,1981.0
48002,2300,INV-202307-00303,2023-07-24,4443.0,1140,2,106.69,213.38,pood,Pärnu,kaart,,,,,,,,
48003,2301,INV-202307-00304,2023-07-13,2008.0,1093,3,271.35,814.05,pood,Tallinn,kaart,Külli,Paas,kulli.paas@mail.ee,+372 8543 4045,Tartu,2020-06-15,gold,1966.0
48004,2302,INV-202307-00305,2023-07-09,2758.0,1259,1,229.55,229.55,pood,Tallinn,sularaha,Kristi,Oja,kristi.oja@gmail.com,+372 5151 0614,Tartu,2022-01-21,gold,1974.0
48005,2303,INV-202307-00306,2023-07-25,2997.0,1065,2,48.58,97.16,pood,Pärnu,kaart,,,,,,,,
48006,2304,INV-202307-00307,2023-07-10,2324.0,1348,1,125.52,125.52,pood,Pärnu,sularaha,Marko,Ilves,marko.ilves@hot.ee,+372 8317 7172,Tartu,2021-08-19,silver,1982.0
48007,2305,INV-202307-00308,2023-07-03,3023.0,1194,1,84.54,84.54,pood,Tartu,järelmaks,,,,,,,,
48009,2307,INV-202307-00310,2023-07-16,4590.0,1083,2,72.14,144.28,online,,sularaha,,,,,,,,
48010,2308,INV-202307-00311,2023-07-28,4089.0,1077,1,62.56,62.56,pood,Tartu,järelmaks,,,,,,,,
48011,2309,INV-202307-00312,2023-07-22,2356.0,1271,3,130.02,390.06,pood,Tallinn,kaart,Meelis,Kaalep,meelis.kaalep@outlook.com,+372 5514 8816,Tallinn,2020-11-14,,1962.0
48012,2310,INV-202307-00313,2023-07-19,4937.0,1266,1,73.18,73.18,pood,Tartu,sularaha,,,,,,,,
48014,2312,INV-202307-00315,2023-07-09,2351.0,1199,3,276.97,830.91,online,,järelmaks,Lauri,Nõmm,lauri.nomm@telia.ee,+372 5719 6649,Tartu,2021-08-30,gold,1971.0
48016,2314,INV-202307-00317,2023-07-19,4027.0,1098,2,147.92,295.84,pood,Tartu,kaart,,,,,,,,
48017,2315,INV-202307-00318,2023-07-11,3605.0,1019,1,80.39,80.39,pood,Tallinn,kaart,,,,,,,,
48018,2316,INV-202307-00319,2023-07-24,2578.0,1173,3,168.82,506.46,pood,Tallinn,järelmaks,Ene,Vaher,ene.vaher@mail.ee,+372 5573 8662,Tallinn,2021-05-19,bronze,1964.0
48019,2317,INV-202307-00320,2023-07-19,4936.0,1006,1,319.42,319.42,online,,sularaha,,,,,,,,
48022,2320,INV-202307-00323,2023-07-27,4323.0,1022,3,22.7,68.1,pood,Tallinn,kaart,,,,,,,,
48023,2321,INV-202307-00324,2023-07-14,4422.0,1230,3,55.04,165.12,pood,Tallinn,järelmaks,,,,,,,,
48024,2322,INV-202307-00325,2023-07-20,4937.0,1221,1,350.19,350.19,online,,kaart,,,,,,,,
48025,2323,INV-202307-00326,2023-07-25,4175.0,1038,2,329.99,659.98,pood,Tallinn,järelmaks,,,,,,,,
48026,2324,INV-202307-00327,2023-07-23,4390.0,1142,3,307.27,921.81,pood,Tallinn,järelmaks,,,,,,,,
48027,2325,INV-202307-00328,2023-07-24,2634.0,1233,3,111.26,333.78,pood,Tallinn,kaart,Meelis,Org,meelis.org@telia.ee,+372 8992 1188,Tartu,2022-02-10,gold,2001.0
48028,2326,INV-202307-00329,2023-07-05,3438.0,1338,1,282.29,282.29,pood,Pärnu,sularaha,,,,,,,,
48029,2327,INV-202307-00330,2023-07-16,3214.0,1225,4,116.87,467.48,pood,Tartu,kaart,,,,,,,,
48030,2328,INV-202307-00331,2023-07-15,3556.0,1336,2,376.33,752.66,online,,sularaha,,,,,,,,
48032,2330,INV-202307-00333,2023-07-04,3154.0,1051,1,208.83,208.83,pood,Tallinn,sularaha,,,,,,,,
48033,2331,INV-202307-00334,2023-07-05,2693.0,1174,2,150.11,300.22,pood,Tallinn,sularaha,Kadri,Toom,kadri.toom@hot.ee,+372 5901 2352,Tallinn,2023-03-03,bronze,1964.0
48034,2332,INV-202307-00335,2023-07-01,2174.0,1050,2,145.72,291.44,online,,järelmaks,Piret,Kask,piret.kask@telia.ee,+372 8529 5792,Jõhvi,2023-01-11,bronze,1984.0
48035,2333,INV-202307-00336,2023-07-17,4742.0,1050,3,145.72,437.16,pood,Pärnu,kaart,,,,,,,,
48036,2334,INV-202307-00337,2023-07-12,3405.0,1249,1,73.9,73.9,pood,Tallinn,järelmaks,,,,,,,,
48038,2336,INV-202307-00339,2023-07-07,3185.0,1194,2,84.54,169.08,pood,Tallinn,järelmaks,,,,,,,,
48039,2337,INV-202307-00340,2023-07-28,2064.0,1233,1,111.26,111.26,online,,järelmaks,Väino,Kuusik,vaino.kuusik@hot.ee,+372 5456 6379,Tartu,2023-07-17,gold,1985.0
48040,2338,INV-202307-00341,2023-07-15,2053.0,1237,1,60.8,60.8,pood,Pärnu,sularaha,Sigrid,Vaher,sigrid.vaher@yahoo.com,+372 5199 1707,Tallinn,2020-12-27,,1977.0
48041,2339,INV-202307-00342,2023-07-16,4868.0,1110,2,151.08,302.16,pood,Tartu,kaart,,,,,,,,
48042,2340,INV-202307-00343,2023-07-19,2961.0,1097,3,324.38,973.14,pood,Tallinn,järelmaks,Siim,Männik,siim.mannik@yahoo.com,+372 5938 5204,Tallinn,2020-03-05,,1991.0
48043,2341,INV-202307-00344,2023-07-29,4410.0,1015,2,168.34,336.68,online,,kaart,,,,,,,,
48044,2342,INV-202307-00345,2023-07-30,2924.0,1034,2,207.23,414.46,pood,Tallinn,kaart,Margus,Veski,margus.veski@hot.ee,+372 8148 9653,Tallinn,2022-08-26,,1963.0
48045,2343,INV-202307-00346,2023-07-15,2644.0,1129,3,182.77,548.31,online,,kaart,Tarmo,Hurt,tarmo.hurt@yahoo.com,+372 8857 6420,Võru,2022-01-23,,1996.0
48046,2344,INV-202307-00347,2023-07-11,2026.0,1243,2,184.02,368.04,online,,järelmaks,Kati,Mitt,kati.mitt@gmail.com,+372 5373 7888,Tallinn,2021-12-29,,1969.0
48047,2345,INV-202307-00348,2023-07-06,2794.0,1310,5,106.21,531.05,online,,järelmaks,Ago,Lõoke,,+372 5309 5631,Pärnu,2020-02-23,gold,1972.0
48048,2346,INV-202307-00349,2023-07-10,2849.0,1077,1,62.56,62.56,pood,Tallinn,järelmaks,Kersti,Põld,,+372 5487 9389,Pärnu,2021-07-30,gold,1966.0
48049,2347,INV-202307-00350,2023-07-25,4595.0,1055,2,65.6,131.2,online,,sularaha,,,,,,,,
48050,2348,INV-202307-00351,2023-07-21,4167.0,1203,2,17.97,35.94,pood,Tallinn,järelmaks,,,,,,,,
48053,2351,INV-202307-00354,2023-07-10,2227.0,1098,1,147.92,147.92,pood,Tallinn,kaart,Mihkel,Rosin,mihkel.rosin@yahoo.com,+372 5230 7791,Narva,2022-05-14,silver,1963.0
48054,2352,INV-202307-00355,2023-07-01,2827.0,1223,1,319.98,319.98,pood,Tartu,sularaha,Tõnu,Lepp,tonu.lepp@telia.ee,+372 5323 6740,Tartu,2022-03-11,gold,1990.0
48056,2354,INV-202307-00357,2023-07-27,4368.0,1086,1,149.47,149.47,pood,Pärnu,kaart,,,,,,,,
48057,2355,INV-202307-00358,2023-07-09,4207.0,1063,3,151.45,454.35,pood,Tallinn,kaart,,,,,,,,
48058,2356,INV-202307-00359,2023-07-19,2725.0,1068,1,122.45,122.45,online,,kaart,Priit,Kõiv,priit.koiv@hot.ee,+372 5172 0823,Haapsalu,2022-08-19,,1997.0
48059,2357,INV-202307-00360,2023-07-01,3085.0,1162,1,89.39,89.39,pood,Tallinn,sularaha,,,,,,,,
48060,2358,INV-202307-00361,2023-07-27,3837.0,1239,2,78.09,156.18,pood,Tartu,kaart,,,,,,,,
48061,2359,INV-202307-00362,2023-07-22,4644.0,1176,1,245.59,245.59,online,,järelmaks,,,,,,,,
48063,2361,INV-202307-00364,2023-07-14,2163.0,1274,2,234.79,469.58,pood,Tallinn,sularaha,Kadri,Kull,kadri.kull@hot.ee,+372 8816 7765,Viljandi,2021-03-18,,1984.0
48064,2362,INV-202307-00365,2023-07-26,2608.0,1060,3,253.26,759.78,online,,järelmaks,Siim,Lass,siim.lass@gmail.com,+372 8784 1407,Pärnu,2022-08-23,gold,1964.0
48065,2363,INV-202307-00366,2023-07-27,3439.0,1241,1,368.97,368.97,pood,Tallinn,sularaha,,,,,,,,
48067,2365,INV-202307-00368,2023-07-15,4203.0,1114,2,74.7,149.4,pood,Tallinn,sularaha,,,,,,,,
48069,2367,INV-202307-00370,2023-07-21,4965.0,1070,2,139.74,279.48,pood,Tallinn,sularaha,,,,,,,,
48070,2368,INV-202307-00371,2023-07-08,2099.0,1310,2,106.21,212.42,pood,Tallinn,järelmaks,Madis,Toom,madis.toom@gmail.com,+372 5344 0824,Kuressaare,2023-03-16,silver,1990.0
48071,2369,INV-202307-00372,2023-07-09,2318.0,1226,4,51.1,204.4,pood,Pärnu,kaart,Anu,Teder,anu.teder@yahoo.com,+372 5892 0355,Tartu,2022-02-20,gold,1975.0
48072,2370,INV-202307-00373,2023-07-31,2630.0,1287,1,114.8,114.8,online,,sularaha,Merle,Valk,merle.valk@gmail.com,+372 8901 6310,Viljandi,2020-12-15,gold,1985.0
48073,2371,INV-202307-00374,2023-07-11,3233.0,1113,2,86.46,172.92,pood,Tallinn,järelmaks,,,,,,,,
48074,2372,INV-202307-00375,2023-07-06,4468.0,1317,1,62.55,62.55,pood,Tallinn,kaart,,,,,,,,
48075,2373,INV-202307-00376,2023-07-20,4846.0,1082,1,100.93,100.93,pood,Tallinn,järelmaks,,,,,,,,
48076,2374,INV-202307-00377,2023-07-13,3793.0,1285,1,123.64,123.64,online,,sularaha,,,,,,,,
48077,2375,INV-202307-00378,2023-07-03,2889.0,1224,1,222.1,222.1,pood,Tartu,kaart,Laura,Tammik,laura.tammik@yahoo.com,+372 5110 1634,Pärnu,2022-10-16,silver,1965.0
48078,2376,INV-202307-00379,2023-07-23,2072.0,1031,1,434.08,434.08,online,,kaart,Heino,Tammik,,+372 5809 7655,Tallinn,2022-04-01,silver,1997.0
48079,2377,INV-202307-00380,2023-07-28,4528.0,1185,1,203.67,203.67,pood,Tallinn,sularaha,,,,,,,,
48080,2378,INV-202307-00381,2023-07-28,3619.0,1139,1,106.71,106.71,pood,Tallinn,sularaha,,,,,,,,
48081,2379,INV-202307-00382,2023-07-16,2924.0,1252,4,77.78,311.12,pood,Tartu,järelmaks,Margus,Veski,margus.veski@hot.ee,+372 8148 9653,Tallinn,2022-08-26,,1963.0
48082,2380,INV-202307-00383,2023-07-03,4720.0,1318,4,218.42,873.68,pood,Tallinn,sularaha,,,,,,,,
48083,2381,INV-202307-00384,2023-07-28,3236.0,1269,2,125.98,251.96,pood,Tallinn,järelmaks,,,,,,,,
48084,2382,INV-202307-00385,2023-07-15,2530.0,1296,1,301.97,301.97,pood,Pärnu,kaart,Pille,Must,pille.must@mail.ee,+372 8968 6550,Tallinn,2020-04-14,silver,1988.0
48085,2383,INV-202307-00386,2023-07-06,4206.0,1044,1,83.23,83.23,pood,Tallinn,sularaha,,,,,,,,
48086,2384,INV-202307-00387,2023-07-13,4255.0,1195,4,339.21,1356.84,pood,Pärnu,kaart,,,,,,,,
48087,2385,INV-202307-00388,2023-07-02,3942.0,1329,4,110.02,440.08,pood,Tallinn,kaart,,,,,,,,
48088,2386,INV-202307-00389,2023-07-17,3946.0,1062,2,149.55,299.1,online,,kaart,,,,,,,,
48089,2387,INV-202307-00390,2023-07-19,4210.0,1133,1,208.72,208.72,pood,Pärnu,kaart,,,,,,,,
48090,2388,INV-202307-00391,2023-07-19,3136.0,1026,2,166.27,332.54,online,,kaart,,,,,,,,
48092,2390,INV-202307-00393,2023-07-16,4597.0,1343,2,63.87,127.74,pood,Tallinn,järelmaks,,,,,,,,
48093,2391,INV-202307-00394,2023-07-14,2558.0,1156,1,249.43,221.89,online,,kaart,Hille,Mets,hille.mets@gmail.com,+372 8328 5683,Kuressaare,2022-02-10,,1966.0
48094,2392,INV-202307-00395,2023-07-12,4660.0,1028,1,23.45,23.45,pood,Tartu,kaart,,,,,,,,
48095,2393,INV-202307-00396,2023-07-30,2889.0,1182,1,180.14,180.14,pood,Pärnu,järelmaks,Laura,Tammik,laura.tammik@yahoo.com,+372 5110 1634,Pärnu,2022-10-16,silver,1965.0
48096,2394,INV-202307-00397,2023-07-10,3554.0,1309,3,211.35,634.05,pood,Tartu,kaart,,,,,,,,
48097,2395,INV-202307-00398,2023-07-22,4221.0,1078,1,42.64,42.64,online,,kaart,,,,,,,,
48098,2396,INV-202307-00399,2023-07-18,2272.0,1186,1,234.99,234.99,pood,Tallinn,sularaha,Taavi,Pihl,taavi.pihl@hot.ee,+372 5525 6986,Võru,2020-07-05,,1975.0
48099,2397,INV-202307-00400,2023-07-29,2487.0,1082,2,100.93,201.86,online,,kaart,Rein,Must,rein.must@yahoo.com,+372 5898 8058,Narva,2022-03-24,,1978.0
48101,2399,INV-202307-00402,2023-07-25,2735.0,1038,1,329.99,329.99,pood,Tallinn,järelmaks,Maie,Koppel,maie.koppel@telia.ee,+372 5588 2134,Tallinn,2021-05-17,gold,1996.0
48102,2400,INV-202307-00403,2023-07-16,2318.0,1128,3,274.5,823.5,pood,Tartu,sularaha,Anu,Teder,anu.teder@yahoo.com,+372 5892 0355,Tartu,2022-02-20,gold,1975.0
48104,2402,INV-202307-00405,2023-07-21,3716.0,1302,2,54.95,109.9,pood,Tallinn,kaart,,,,,,,,
48105,2403,INV-202307-00406,2023-07-05,3618.0,1300,3,247.52,742.56,pood,Pärnu,järelmaks,,,,,,,,
48106,2404,INV-202307-00407,2023-07-20,3556.0,1066,2,107.26,214.52,online,,sularaha,,,,,,,,
48107,2405,INV-202307-00408,2023-07-26,2418.0,1146,1,31.65,31.65,pood,Tallinn,kaart,Marit,Toom,marit.toom@outlook.com,+372 5877 2844,Tallinn,2022-04-22,,1962.0
48108,2406,INV-202307-00409,2023-07-29,2620.0,1219,1,29.42,29.42,pood,Tartu,järelmaks,Tõnu,Valk,tonu.valk@outlook.com,+372 8165 3797,Viljandi,2023-03-07,silver,1972.0
48109,2407,INV-202307-00410,2023-07-08,2073.0,1031,5,434.08,2170.4,online,,järelmaks,Madis,Roots,madis.roots@mail.ee,+372 5235 7953,Valga,2020-02-08,bronze,2005.0
48110,2408,INV-202307-00411,2023-07-25,2697.0,1214,2,250.17,500.34,pood,Tallinn,kaart,Anu,Lepp,anu.lepp@telia.ee,+372 8711 9920,Tallinn,2022-07-14,,1962.0
48111,2409,INV-202307-00412,2023-07-11,4949.0,1203,3,17.97,53.91,pood,Tallinn,kaart,,,,,,,,
48112,2410,INV-202307-00413,2023-07-15,2610.0,1235,2,210.87,421.74,pood,Tallinn,kaart,Tarmo,Mets,tarmo.mets@outlook.com,+372 8767 3182,Narva,2021-08-11,,1968.0
48113,2411,INV-202307-00414,2023-07-31,4851.0,1301,4,206.52,826.08,online,,kaart,,,,,,,,
48114,2412,INV-202307-00415,2023-07-29,3291.0,1310,2,106.21,212.42,pood,Tallinn,sularaha,,,,,,,,
48115,2413,INV-202307-00416,2023-07-15,3719.0,1342,1,208.11,208.11,pood,Tallinn,järelmaks,,,,,,,,
48116,2414,INV-202307-00417,2023-07-02,3233.0,1238,1,72.73,72.73,pood,Tallinn,järelmaks,,,,,,,,
48117,2415,INV-202307-00418,2023-07-17,4367.0,1216,2,273.06,546.12,online,,kaart,,,,,,,,
48118,2416,INV-202307-00419,2023-07-19,3669.0,1013,2,218.99,437.98,pood,Tallinn,kaart,,,,,,,,
48120,2418,INV-202307-00421,2023-07-02,2096.0,1161,2,121.98,243.96,pood,Tallinn,järelmaks,Reet,Laas,reet.laas@gmail.com,+372 5169 4265,Viljandi,2020-01-11,gold,1994.0
48122,2420,INV-202307-00423,2023-07-17,3206.0,1257,1,81.48,81.48,online,,kaart,,,,,,,,
48123,2421,INV-202307-00424,2023-07-28,4191.0,1029,2,184.15,368.3,pood,Tallinn,kaart,,,,,,,,
48124,2422,INV-202307-00425,2023-07-06,4824.0,1244,2,125.36,250.72,pood,Tartu,kaart,,,,,,,,
48125,2423,INV-202307-00426,2023-07-30,2490.0,1097,4,324.38,1297.52,pood,Tartu,järelmaks,Arvo,Pärn,arvo.parn@yahoo.com,+372 5948 9233,Tallinn,2023-06-10,,1975.0
48126,2424,INV-202308-00001,2023-08-06,4949.0,1126,2,200.77,401.54,pood,Tartu,sularaha,,,,,,,,
48127,2425,INV-202308-00002,2023-08-19,2682.0,1089,2,134.58,269.16,online,,sularaha,Riina,Rebane,riina.rebane@hot.ee,+372 5780 3096,Tallinn,2020-01-24,silver,1991.0
48128,2426,INV-202308-00003,2023-08-20,2377.0,1216,1,273.06,273.06,pood,Pärnu,järelmaks,Anu,Kivi,,+372 5545 0810,Valga,2021-07-03,bronze,1999.0
48129,2427,INV-202308-00004,2023-08-28,3152.0,1062,2,149.55,299.1,pood,Pärnu,sularaha,,,,,,,,
48130,2428,INV-202308-00005,2023-08-06,3045.0,1340,2,229.01,458.02,pood,Tallinn,kaart,,,,,,,,
48131,2429,INV-202308-00006,2023-08-11,4949.0,1205,1,96.5,96.5,online,,sularaha,,,,,,,,
48133,2431,INV-202308-00008,2023-08-15,4785.0,1160,2,368.67,737.34,pood,Pärnu,sularaha,,,,,,,,
48134,2432,INV-202308-00009,2023-08-09,4760.0,1321,3,183.4,550.2,pood,Tartu,sularaha,,,,,,,,
48135,2433,INV-202308-00010,2023-08-08,2212.0,1182,3,180.14,540.42,online,,järelmaks,Henri,Roots,,+372 8641 8270,Pärnu,2020-04-14,gold,1988.0
48136,2434,INV-202308-00011,2023-08-09,4338.0,1152,2,107.67,215.34,pood,Tallinn,sularaha,,,,,,,,
48137,2435,INV-202308-00012,2023-08-19,3044.0,1313,2,77.6,155.2,online,,järelmaks,,,,,,,,
48138,2436,INV-202308-00013,2023-08-21,2720.0,1019,1,80.39,80.39,pood,Tallinn,kaart,Peeter,Lass,peeter.lass@mail.ee,+372 8161 5065,Tallinn,2021-01-04,,1977.0
48139,2437,INV-202308-00014,2023-08-04,4927.0,1127,1,158.94,158.94,pood,Tallinn,kaart,,,,,,,,
48140,2438,INV-202308-00015,2023-08-08,3419.0,1059,3,104.85,314.55,online,,järelmaks,,,,,,,,
48141,2439,INV-202308-00016,2023-08-01,4676.0,1331,1,74.41,74.41,pood,Tallinn,sularaha,,,,,,,,
48142,2440,INV-202308-00017,2023-08-16,3520.0,1252,5,77.78,388.9,pood,Tartu,järelmaks,,,,,,,,
48143,2441,INV-202308-00018,2023-08-23,3937.0,1163,1,259.69,259.69,pood,Tallinn,kaart,,,,,,,,
48144,2442,INV-202308-00019,2023-08-23,2318.0,1193,1,120.59,120.59,pood,Tallinn,sularaha,Anu,Teder,anu.teder@yahoo.com,+372 5892 0355,Tartu,2022-02-20,gold,1975.0
48145,2443,INV-202308-00020,2023-08-15,2373.0,1020,1,100.4,100.4,pood,Tallinn,sularaha,Mart,Mägi,,+372 5236 0291,Pärnu,2020-01-14,silver,1963.0
48146,2444,INV-202308-00021,2023-08-26,4597.0,1032,3,198.42,595.26,pood,Tallinn,järelmaks,,,,,,,,
48147,2445,INV-202308-00022,2023-08-09,3845.0,1059,1,104.85,104.85,online,,kaart,,,,,,,,
48148,2446,INV-202308-00023,2023-08-16,4178.0,1124,1,232.61,232.61,pood,Tartu,sularaha,,,,,,,,
48149,2447,INV-202308-00024,2023-08-16,3404.0,1251,2,257.39,514.78,pood,Tallinn,kaart,Maie,Tammik,,+372 5291 9215,Tallinn,2020-03-26,,2000.0
48150,2448,INV-202308-00025,2023-08-13,4423.0,1249,1,73.9,73.9,online,,järelmaks,,,,,,,,
48153,2451,INV-202308-00028,2023-08-05,2221.0,1225,2,116.87,233.74,pood,Tallinn,järelmaks,Riina,Lill,riina.lill@mail.ee,+372 5499 5996,Pärnu,2021-10-02,,2000.0
48154,2452,INV-202308-00029,2023-08-19,4800.0,1117,2,72.58,145.16,pood,Tallinn,järelmaks,,,,,,,,
48155,2453,INV-202308-00030,2023-08-14,2336.0,1088,2,100.57,201.14,pood,Tartu,järelmaks,Lea,Orav,lea.orav@telia.ee,+372 5162 1010,Rakvere,2021-04-21,,1973.0
48156,2454,INV-202308-00031,2023-08-12,4488.0,1219,4,29.42,117.68,pood,Tallinn,sularaha,,,,,,,,
48157,2455,INV-202308-00032,2023-08-12,2221.0,1221,2,350.19,700.38,online,,sularaha,Riina,Lill,riina.lill@mail.ee,+372 5499 5996,Pärnu,2021-10-02,,2000.0
48158,2456,INV-202308-00033,2023-08-20,3710.0,1185,2,203.67,407.34,pood,Tallinn,järelmaks,,,,,,,,
48159,2457,INV-202308-00034,2023-08-15,3605.0,1033,2,221.42,442.84,online,,sularaha,,,,,,,,
48160,2458,INV-202308-00035,2023-08-19,3904.0,1291,2,219.83,439.66,pood,Tartu,järelmaks,,,,,,,,
48161,2459,INV-202308-00036,2023-08-22,2731.0,1185,1,203.67,203.67,pood,Tartu,sularaha,Indrek,Mets,indrek.mets@telia.ee,+372 5431 5115,Tartu,2022-05-24,,1989.0
48162,2460,INV-202308-00037,2023-08-21,3559.0,1134,2,371.79,743.58,pood,Tallinn,kaart,,,,,,,,
48163,2461,INV-202308-00038,2023-08-22,4898.0,1220,2,26.79,53.58,pood,Tallinn,sularaha,,,,,,,,
48165,2463,INV-202308-00040,2023-08-26,4099.0,1156,2,221.89,443.78,online,,sularaha,,,,,,,,
48166,2464,INV-202308-00041,2023-08-14,3826.0,1344,1,63.44,84.95,pood,Tallinn,järelmaks,,,,,,,,
48167,2465,INV-202308-00042,2023-08-30,3459.0,1179,2,82.15,164.3,pood,Tallinn,sularaha,,,,,,,,
48168,2466,INV-202308-00043,2023-08-16,2728.0,1056,2,347.16,694.32,pood,Pärnu,kaart,Marika,Kaalep,marika.kaalep@hot.ee,+372 8596 6951,Tallinn,2023-06-01,silver,1988.0
48170,2468,INV-202308-00045,2023-08-23,3518.0,1045,2,176.65,353.3,online,,kaart,,,,,,,,
48171,2469,INV-202308-00046,2023-08-15,3648.0,1205,1,96.5,96.5,pood,Tallinn,sularaha,,,,,,,,
48172,2470,INV-202308-00047,2023-08-25,2712.0,1343,1,63.87,63.87,online,,sularaha,Väino,Rosin,vaino.rosin@outlook.com,+372 5797 4638,Tallinn,2021-11-19,,1983.0
48173,2471,INV-202308-00048,2023-08-11,2889.0,1147,2,143.42,286.84,pood,Tartu,järelmaks,Laura,Tammik,laura.tammik@yahoo.com,+372 5110 1634,Pärnu,2022-10-16,silver,1965.0
48175,2473,INV-202308-00050,2023-08-18,3055.0,1218,4,108.09,432.36,pood,Tartu,järelmaks,,,,,,,,
48177,2475,INV-202308-00052,2023-08-06,2724.0,1304,3,210.36,631.08,pood,Tallinn,sularaha,Mart,Lass,mart.lass@mail.ee,+372 5668 9462,Tartu,2022-06-06,,1966.0
48178,2476,INV-202308-00053,2023-08-12,3133.0,1292,1,74.81,74.81,pood,Tartu,kaart,,,,,,,,
48180,2478,INV-202308-00055,2023-08-28,2129.0,1016,2,54.81,109.62,pood,Tallinn,kaart,Anu,Oja,anu.oja@mail.ee,+372 8571 8445,Tallinn,2021-02-20,,2004.0
48181,2479,INV-202308-00056,2023-08-01,3108.0,1205,1,96.5,96.5,pood,Tallinn,sularaha,,,,,,,,
48182,2480,INV-202308-00057,2023-08-02,2849.0,1104,2,191.48,382.96,online,,kaart,Kersti,Põld,,+372 5487 9389,Pärnu,2021-07-30,gold,1966.0
48183,2481,INV-202308-00058,2023-08-11,2611.0,1247,1,29.48,29.48,pood,Pärnu,kaart,Mihkel,Sepp,,+372 5575 6855,Tartu,2022-12-24,silver,1986.0
48184,2482,INV-202308-00059,2023-08-05,3810.0,1339,2,35.68,71.36,online,,kaart,,,,,,,,
48185,2483,INV-202308-00060,2023-08-31,2225.0,1001,1,157.49,157.49,pood,Tartu,järelmaks,Meelis,Tamm,meelis.tamm@yahoo.com,+372 8166 7146,Tallinn,2023-07-10,gold,1966.0
48186,2484,INV-202308-00061,2023-08-16,3618.0,1163,1,259.69,259.69,pood,Pärnu,sularaha,,,,,,,,
48187,2485,INV-202308-00062,2023-08-19,4346.0,1245,1,228.81,228.81,online,,kaart,,,,,,,,
48188,2486,INV-202308-00063,2023-08-07,3931.0,1330,1,167.23,167.23,online,,sularaha,,,,,,,,
48189,2487,INV-202308-00064,2023-08-18,3239.0,1205,2,96.5,193.0,pood,Tallinn,sularaha,,,,,,,,
48190,2488,INV-202308-00065,2023-08-02,4082.0,1201,1,147.16,147.16,online,,järelmaks,,,,,,,,
48191,2489,INV-202308-00066,2023-08-03,2298.0,1306,1,93.13,93.13,online,,kaart,Heino,Lõhmus,heino.lohmus@hot.ee,+372 8144 4487,Tallinn,2021-09-14,silver,2005.0
48192,2490,INV-202308-00067,2023-08-02,2221.0,1174,4,150.11,600.44,pood,Tartu,järelmaks,Riina,Lill,riina.lill@mail.ee,+372 5499 5996,Pärnu,2021-10-02,,2000.0
48193,2491,INV-202308-00068,2023-08-18,2572.0,1219,4,29.42,117.68,online,,järelmaks,Tarmo,Lepp,tarmo.lepp@yahoo.com,+372 5475 8772,Tallinn,2021-11-10,gold,2000.0
48194,2492,INV-202308-00069,2023-08-20,4381.0,1133,2,208.72,417.44,pood,Tallinn,sularaha,,,,,,,,
48195,2493,INV-202308-00070,2023-08-29,2371.0,1205,2,96.5,193.0,pood,Pärnu,kaart,Ülle,Teder,ulle.teder@outlook.com,+372 5392 8392,Tartu,2020-06-14,gold,1967.0
48196,2494,INV-202308-00071,2023-08-23,2636.0,1201,2,147.16,294.32,online,,sularaha,Lauri,Sepp,lauri.sepp@yahoo.com,+372 5246 6802,Tallinn,2020-02-05,silver,1985.0
48197,2495,INV-202308-00072,2023-08-27,4746.0,1115,2,53.19,106.38,online,,järelmaks,,,,,,,,
48198,2496,INV-202308-00073,2023-08-02,3713.0,1183,1,231.13,231.13,pood,Tallinn,järelmaks,,,,,,,,
48199,2497,INV-202308-00074,2023-08-13,2026.0,1076,2,89.29,178.58,online,,kaart,Kati,Mitt,kati.mitt@gmail.com,+372 5373 7888,Tallinn,2021-12-29,,1969.0
48200,2498,INV-202308-00075,2023-08-04,4127.0,1174,2,150.11,300.22,pood,Tallinn,kaart,,,,,,,,
48201,2499,INV-202308-00076,2023-08-27,4915.0,1285,2,123.64,247.28,pood,Pärnu,sularaha,,,,,,,,
